"Retweet_Num","Likes_Num","Name","Time_Stamp","Handle","ID","Error_Type","Original_Link"
NA,4,"Steve Fenn","12:53 PM - 7 Mar 2016 ","@StatHunting",10.0037,"No Error","https://twitter.com/stathunting/status/706945774135848960"
1,4,"Andy Kriebel","6:34 AM - 29 Feb 2016 ","@VizWizBI",9.0055,"No Error","https://twitter.com/stathunting/status/704378557372313600"
2,8,"Steve Fenn","9:23 AM - 29 Feb 2016 ","@StatHunting",9.0056,"No Error","https://twitter.com/StatHunting/status/704356399141117952"
36,48,"Steve Fenn","4:13 PM - 29 Feb 2016 ","@StatHunting",9.0057,"No Error","https://twitter.com/stathunting/status/704459469128765441"
1,5,"Steve Fenn","7:33 AM - 24 Feb 2016 ","@StatHunting",8.0049,"No Error","https://twitter.com/StatHunting/status/702516584225439744"
11,13,"Steve Fenn","12:10 PM - 8 Feb 2016 ","@StatHunting",6.0036,"No Error","https://twitter.com/StatHunting/status/696788128259039234/photo/1"
4,3,"Steve Fenn","1:50 PM - 18 Jan 2016 ","@StatHunting",2.0034,"No Error","https://twitter.com/StatHunting/status/689203152718004224/photo/1"
NA,4,"Steve Fenn","12:15 PM - 11 Jan 2016 ","@StatHunting",2.0035,"No Error","https://twitter.com/StatHunting/status/686642523431895040/photo/1"
1,10,"Steve Prewitt","12:54 PM - 21 Aug 2016 ","@steve_prewitt",34.0068,"No Error","https://twitter.com/steve_prewitt/status/767449939198746624"
NA,4,"Steve Prewitt","1:34 PM - 7 Aug 2016 ","@steve_prewitt",32.0063,"No Error","https://twitter.com/steve_prewitt/status/762386479117135872"
NA,2,"Steve Prewitt","6:48 AM - 31 Jul 2016 ","@steve_prewitt",29.0062,"No Error","https://twitter.com/steve_prewitt/status/759747652812673024"
NA,1,"Steve Prewitt","7:58 AM - 29 Jul 2016 ","@steve_prewitt",30.007,"No Error","https://twitter.com/steve_prewitt/status/759040342859522048"
NA,5,"Data Revelations","7:35 AM - 25 Jan 2016 ","@VizBizWiz",4.0049,"No Error","https://twitter.com/VizBizWiz/status/691645508801138688/photo/1"
2,4,"Data Revelations","7:59 PM - 18 Jan 2016 ","@VizBizWiz",3.0049,"No Error","https://twitter.com/vizbizwiz/status/689296126399393792"
NA,NA,NA,NA,NA,43.0083,"Not Twitter URL/Variety Error Type",""
NA,NA,NA,NA,NA,42.0065,"Not Twitter URL/Variety Error Type",""
NA,5,"Steve Wood","4:35 AM - 11 Oct 2016 ","@bitfernsteve",41.0063,"No Error","https://twitter.com/bitfernsteve/status/785805959054536704"
NA,3,"Elumina.me","2:00 PM - 15 Dec 2016 ","@elumina_me",22.0047,"No Error","https://twitter.com/elumina_me/status/809518482211635200/photo/1"
1,14,"STUDIO TERP","6:46 AM - 10 Jul 2016 ","@STUDIOTERP",28.0077,"No Error","https://twitter.com/studioterp/status/752136897137414144"
NA,NA,NA,NA,NA,17.0033,"Not Twitter URL/Variety Error Type","https://www.behance.net/gallery/36021699/MakeOverMonday-datavisualization"
NA,NA,NA,NA,NA,18.0044,"Not Twitter URL/Variety Error Type","https://www.behance.net/gallery/36021699/MakeOverMonday-datavisualization"
NA,NA,NA,NA,NA,19.0046,"Not Twitter URL/Variety Error Type","https://www.behance.net/gallery/36021699/MakeOverMonday-datavisualization"
NA,NA,NA,NA,NA,21.0043,"Not Twitter URL/Variety Error Type","https://www.behance.net/gallery/36021699/MakeOverMonday-datavisualization"
NA,NA,NA,NA,NA,22.0048,"Not Twitter URL/Variety Error Type","https://www.behance.net/gallery/36021699/MakeOverMonday-datavisualization"
NA,NA,NA,NA,NA,16.0044,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
NA,NA,NA,NA,NA,15.005,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
NA,NA,NA,NA,NA,11.0037,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
NA,NA,NA,NA,NA,11.0038,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
NA,3,"Subha Yoganandan","3:30 PM - 11 Dec 2016 ","@subha_yo",50.0071,"No Error","https://twitter.com/subha_yo/status/808091615189434368"
NA,2,"Sumeet Bedekar","3:46 AM - 27 Oct 2016 ","@SumeetBedekar",43.0084,"No Error","https://twitter.com/SumeetBedekar/status/791591851543392256"
NA,2,"Sumeet Bedekar","3:53 AM - 6 Sep 2016 ","@SumeetBedekar",36.0065,"No Error","https://twitter.com/sumeetbedekar/status/773111840532561920"
NA,2,"TAMAMI","2:44 AM - 23 Aug 2016 ","@xxtamami",34.0069,"No Error","https://twitter.com/xxtamami/status/768021131630514177"
NA,2,"TAMAMI","12:19 AM - 4 Jul 2016 ","@xxtamami",27.0075,"No Error","https://twitter.com/1987_chun/status/749865096537530368"
1,7,"Tamara C Makarem","7:47 AM - 13 Jun 2016 ","@TamaraCMakarem",24.006,"No Error","https://twitter.com/tamaracmakarem/status/742367867463667712"
2,20,"This Is Tamsin","3:54 AM - 7 Jul 2016 ","@Tamsin_Harriman",27.0076,"No Error","https://twitter.com/tamsin_harriman/status/751006343914479616"
NA,NA,NA,NA,NA,42.0066,"Not Twitter URL/Variety Error Type",""
1,5,"Tangy Williams","5:46 PM - 23 Oct 2016 ","@tlwtlw54",43.0085,"No Error","https://twitter.com/tlwtlw54/status/790353850074968064"
2,5,"Tangy Williams","10:33 AM - 4 Oct 2016 ","@tlwtlw54",40.0075,"No Error","https://twitter.com/tlwtlw54/status/783359523432046592"
3,4,"Tangy Williams","3:53 PM - 27 Sep 2016 ","@tlwtlw54",38.0068,"No Error","https://twitter.com/tlwtlw54/status/780903336656576512"
NA,7,"Tangy Williams","5:49 PM - 26 Jul 2016 ","@tlwtlw54",30.0071,"No Error","https://twitter.com/tlwtlw54/status/758102086634524672"
1,2,"TDaddy","7:21 PM - 6 Jul 2016 ","@TDaddy3030",27.0077,"No Error","https://twitter.com/tdaddy3030/status/750877314448171008"
NA,3,"Teun van Schagen","9:55 AM - 19 Dec 2016 ","@Teun_at_SIM",51.005,"No Error","https://twitter.com/Teun_at_SIM/status/810906367603212289"
1,3,"Teun van Schagen","3:39 AM - 12 Dec 2016 ","@Teun_at_SIM",50.0072,"No Error","https://twitter.com/Teun_at_SIM/status/808275121051992064"
2,9,"Teun van Schagen","12:53 PM - 5 Dec 2016 ","@Teun_at_SIM",49.0052,"No Error","https://twitter.com/Teun_at_SIM/status/805877817598771204"
1,5,"Teun van Schagen","12:22 PM - 28 Nov 2016 ","@Teun_at_SIM",48.0076,"No Error","https://twitter.com/Teun_at_SIM/status/803333338111086592"
1,5,"Teun van Schagen","5:14 AM - 21 Nov 2016 ","@Teun_at_SIM",47.0064,"No Error","https://twitter.com/Teun_at_SIM/status/800688880097759232"
1,5,"Teun van Schagen","8:39 AM - 14 Nov 2016 ","@Teun_at_SIM",46.0085,"No Error","https://twitter.com/Teun_at_SIM/status/798203692273041408"
NA,2,"Teun van Schagen","6:41 AM - 7 Nov 2016 ","@Teun_at_SIM",45.0067,"No Error","https://twitter.com/Teun_at_SIM/status/795637219490988032"
1,9,"Teun van Schagen","2:47 AM - 31 Oct 2016 ","@Teun_at_SIM",44.0055,"No Error","https://twitter.com/Teun_at_SIM/status/793026712946761729"
1,2,"Teun van Schagen","1:41 PM - 25 Oct 2016 ","@Teun_at_SIM",43.0086,"No Error","https://twitter.com/Teun_at_SIM/status/791016828617261056"
NA,4,"Teun van Schagen","6:56 AM - 17 Oct 2016 ","@Teun_at_SIM",42.0067,"No Error","https://twitter.com/Teun_at_SIM/status/788015747431796740"
3,8,"Teun van Schagen","5:50 AM - 10 Oct 2016 ","@Teun_at_SIM",41.0064,"No Error","https://twitter.com/Teun_at_SIM/status/785462629179486208"
1,5,"Teun van Schagen","5:48 AM - 3 Oct 2016 ","@Teun_at_SIM",40.0076,"No Error","https://twitter.com/Teun_at_SIM/status/782925263789228032"
1,5,"Teun van Schagen","11:28 AM - 26 Sep 2016 ","@Teun_at_SIM",39.0079,"No Error","https://twitter.com/Teun_at_SIM/status/780474055409426432"
NA,5,"Thomas Cook","9:38 AM - 3 Aug 2016 ","@missingrows",31.0079,"No Error","https://twitter.com/missingrows/status/760877491326255104"
NA,1,"Tim Aardenburg","1:00 PM - 18 Dec 2016 ","@Tim_at_SIM",51.0051,"No Error","https://twitter.com/Tim_at_SIM/status/810590681458769927"
4,24,"Tim Aardenburg","2:51 AM - 12 Dec 2016 ","@Tim_at_SIM",50.0073,"No Error","https://twitter.com/Tim_at_SIM/status/808263003053367296"
2,22,"Tim Aardenburg","3:00 AM - 6 Dec 2016 ","@Tim_at_SIM",49.0053,"No Error","https://twitter.com/Tim_at_SIM/status/806090920894545920"
NA,14,"Tim Aardenburg","8:08 AM - 28 Nov 2016 ","@Tim_at_SIM",48.0077,"No Error","https://twitter.com/Tim_at_SIM/status/803269315214589952"
NA,5,"Tim Aardenburg","2:04 AM - 21 Nov 2016 ","@Tim_at_SIM",47.0065,"No Error","https://twitter.com/Tim_at_SIM/status/800640995469787136"
1,4,"Tim Aardenburg","3:52 PM - 13 Nov 2016 ","@Tim_at_SIM",46.0086,"No Error","https://twitter.com/Tim_at_SIM/status/797950313357541378"
NA,3,"Tim Aardenburg","3:29 AM - 7 Nov 2016 ","@Tim_at_SIM",45.0068,"No Error","https://twitter.com/Tim_at_SIM/status/795589076514668544"
NA,8,"Tim Aardenburg","9:18 AM - 1 Nov 2016 ","@Tim_at_SIM",44.0056,"No Error","https://twitter.com/Tim_at_SIM/status/793487375120928774"
NA,3,"Tim Aardenburg","9:06 AM - 24 Oct 2016 ","@Tim_at_SIM",43.0087,"No Error","https://twitter.com/Tim_at_SIM/status/790585282382954497"
NA,4,"Tim Aardenburg","3:48 AM - 17 Oct 2016 ","@Tim_at_SIM",42.0068,"No Error","https://twitter.com/Tim_at_SIM/status/787968457719574532"
NA,6,"Tim Aardenburg","3:35 AM - 11 Oct 2016 ","@Tim_at_SIM",41.0065,"No Error","https://twitter.com/Tim_at_SIM/status/785790886072377344"
1,2,"Tim Aardenburg","3:22 AM - 4 Oct 2016 ","@Tim_at_SIM",40.0077,"No Error","https://twitter.com/Tim_at_SIM/status/783250892338454528"
1,2,"Tim Aardenburg","4:16 AM - 26 Sep 2016 ","@Tim_at_SIM",39.008,"No Error","https://twitter.com/Tim_at_SIM/status/780365408960413696"
2,5,"Tim Aardenburg","6:03 AM - 19 Sep 2016 ","@Tim_at_SIM",38.0069,"No Error","https://twitter.com/tim_at_sim/status/777855662692921344"
NA,4,"Tim Aardenburg","5:57 AM - 12 Sep 2016 ","@Tim_at_SIM",37.0062,"No Error","https://twitter.com/tim_at_sim/status/775317461767974912"
NA,6,"Tim Blausey","8:38 PM - 27 Jun 2016 ","@tim_blausey",26.0055,"No Error","https://twitter.com/tim_blausey/status/747635333349576705"
NA,NA,NA,NA,NA,43.0088,"Not Twitter URL/Variety Error Type",""
NA,1,"Tim Messar","6:06 AM - 8 Nov 2016 ","@TimMessar",42.0069,"No Error","https://twitter.com/TimMessar/status/795990916209242112"
NA,NA,NA,NA,NA,43.0089,"Not Twitter URL/Variety Error Type",""
9,30,"Tim Messar","10:21 PM - 19 Sep 2016 ","@TimMessar",38.007,"No Error","https://twitter.com/timmessar/status/778101763467538436"
NA,12,"Tim Messar","10:03 PM - 12 Sep 2016 ","@TimMessar",37.0063,"No Error","https://twitter.com/timmessar/status/775560588881649664"
NA,1,"Andy Cotgreave","5:51 AM - 28 Mar 2016 ","@acotgreave",13.0055,"No Error","https://twitter.com/timmessar/status/714802226716344320"
2,17,"Tim Ngwena","2:42 AM - 18 Oct 2016 ","@TableauTim",42.007,"No Error","https://twitter.com/TableauTim/status/788314193699233792"
NA,4,"Tina Elena","4:11 PM - 18 Dec 2016 ","@Tina__Elena",51.0052,"No Error","https://twitter.com/Tina__Elena/status/810638629852839936"
NA,4,"Tina Elena","4:31 PM - 11 Dec 2016 ","@Tina__Elena",50.0074,"No Error","https://twitter.com/Tina__Elena/status/808107008314527749"
1,6,"Toan Hoang","7:15 AM - 12 Dec 2016 ","@thoang1000",50.0075,"No Error","https://twitter.com/thoang1000/status/808329508289990657"
2,5,"Toan Hoang","3:44 AM - 25 Oct 2016 ","@thoang1000",43.009,"No Error","https://twitter.com/thoang1000/status/790866603466428416"
4,13,"Toan Hoang","9:29 AM - 8 Sep 2016 ","@thoang1000",8.005,"No Error","https://twitter.com/thoang1000/status/773921149344419842"
3,24,"Toan Hoang","5:20 AM - 18 Aug 2016 ","@thoang1000",33.0059,"No Error","https://twitter.com/thoang1000/status/766248333186895872"
3,11,"Toan Hoang","10:08 AM - 2 Aug 2016 ","@thoang1000",30.0072,"No Error","https://twitter.com/thoang1000/status/760522776704905216"
5,26,"Toan Hoang","7:43 AM - 31 Jul 2016 ","@thoang1000",29.0063,"No Error","https://twitter.com/thoang1000/status/759761486872924160"
1,6,"Toan Hoang","3:53 PM - 12 Jul 2016 ","@thoang1000",24.0061,"No Error","https://twitter.com/thoang1000/status/752999300523843584"
NA,4,"Toan Hoang","2:47 PM - 11 Jul 2016 ","@thoang1000",28.0078,"No Error","https://twitter.com/thoang1000/status/752620407501516800"
1,9,"Toan Hoang","7:11 AM - 2 May 2016 ","@thoang1000",18.0045,"No Error","https://twitter.com/thoang1000/status/727138412705226753"
NA,4,"Toan Hoang","7:11 AM - 18 Apr 2016 ","@thoang1000",16.0045,"No Error","https://twitter.com/thoang1000/status/722065021753286656"
NA,NA,NA,NA,NA,15.0051,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
2,10,"Toan Hoang","6:29 AM - 22 Feb 2016 ","@thoang1000",8.0051,"No Error","https://twitter.com/thoang1000/status/701775847540264961"
NA,NA,NA,NA,NA,3.005,"Not Twitter URL/Variety Error Type","https://public.tableau.com/views/Book5_871/MakeoverMondayBoredwithTechnology?:embed=y&:showVizHome=no&:showTabs=y&:display_count=y&:display_static_image=y&:bootstrapWhenNotified=true"
NA,NA,NA,NA,NA,15.0052,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
4,4,"Tom Dewar","4:57 AM - 29 Mar 2016 ","@NHS_Analyst",13.0056,"No Error","https://twitter.com/nhs_analyst/status/714783584624709632"
NA,2,"Tom Hopper","6:12 PM - 16 Feb 2016 ","@ThomasHopper",7.0046,"No Error","https://twitter.com/ThomasHopper/status/699778449016131584/photo/1"
NA,NA,NA,NA,NA,50.0076,"Not Twitter URL/Variety Error Type",""
2,14,"Tom O&#39;Hara","6:39 PM - 7 Dec 2016 ","@taawwmm",49.0054,"No Error","https://twitter.com/taawwmm/status/806689723414708229"
NA,10,"Tom O&#39;Hara","5:27 PM - 28 Nov 2016 ","@taawwmm",48.0078,"No Error","https://twitter.com/taawwmm/status/803409910637674496"
4,35,"Tom O&#39;Hara","6:08 AM - 23 Nov 2016 ","@taawwmm",47.0066,"No Error","https://twitter.com/taawwmm/status/801427092705574912"
1,16,"Tom O&#39;Hara","6:39 PM - 13 Nov 2016 ","@taawwmm",46.0087,"No Error","https://twitter.com/taawwmm/status/797992211786956800"
2,7,"Tom O&#39;Hara","10:32 AM - 8 Nov 2016 ","@taawwmm",45.0069,"No Error","https://twitter.com/taawwmm/status/796057872631263232"
1,10,"Tom O&#39;Hara","1:22 PM - 28 Oct 2016 ","@taawwmm",43.0091,"No Error","https://twitter.com/taawwmm/status/792099196950065153"
NA,NA,NA,NA,NA,42.0071,"Not Twitter URL/Variety Error Type",""
NA,NA,NA,NA,NA,41.0066,"Not Twitter URL/Variety Error Type",""
NA,NA,NA,NA,NA,40.0078,"Not Twitter URL/Variety Error Type",""
1,14,"Tom O&#39;Hara","8:53 AM - 25 Sep 2016 ","@taawwmm",39.0081,"No Error","https://twitter.com/taawwmm/status/780072819753267201"
6,19,"Tom O&#39;Hara","7:05 PM - 19 Sep 2016 ","@taawwmm",38.0071,"No Error","https://twitter.com/taawwmm/status/778052507784343552"
NA,3,"Tom O&#39;Hara","6:03 PM - 29 Aug 2016 ","@taawwmm",35.0065,"No Error","https://twitter.com/taawwmm/status/770426593806200832"
NA,1,"Tom O&#39;Hara","6:43 PM - 29 Aug 2016 ","@taawwmm",31.008,"No Error","https://twitter.com/taawwmm/status/770436626564517888"
NA,2,"Tom O&#39;Hara","4:49 PM - 27 Jul 2016 ","@taawwmm",30.0073,"No Error","https://twitter.com/taawwmm/status/758449296417001473"
4,15,"Tom O&#39;Hara","5:21 PM - 21 Jul 2016 ","@taawwmm",29.0064,"No Error","https://twitter.com/taawwmm/status/756282941408292865"
1,9,"Tom O&#39;Hara","4:18 PM - 12 Jul 2016 ","@taawwmm",28.0079,"No Error","https://twitter.com/taawwmm/status/753005548468043776"
NA,2,"Tom O&#39;Hara","6:56 PM - 7 Jul 2016 ","@taawwmm",27.0078,"No Error","https://twitter.com/taawwmm/status/751233408160804864"
4,14,"Tom O&#39;Hara","5:48 PM - 28 Jun 2016 ","@taawwmm",26.0056,"No Error","https://twitter.com/taawwmm/status/747954762952253440"
2,15,"Tom O&#39;Hara","4:10 PM - 20 Jun 2016 ","@taawwmm",25.0067,"No Error","https://twitter.com/taawwmm/status/745031169817796609"
NA,8,"Tom O&#39;Hara","6:20 PM - 14 Jun 2016 ","@taawwmm",24.0062,"No Error","https://twitter.com/taawwmm/status/742889512964116480"
2,14,"Tom O&#39;Hara","7:13 PM - 23 May 2016 ","@taawwmm",21.0044,"No Error","https://twitter.com/taawwmm/status/734930358949556224"
NA,6,"Tom O&#39;Hara","11:08 AM - 4 May 2016 ","@taawwmm",18.0046,"No Error","https://twitter.com/taawwmm/status/727922814376873985"
1,6,"Tom O&#39;Hara","5:06 PM - 25 Apr 2016 ","@taawwmm",17.0034,"No Error","https://twitter.com/taawwmm/status/724751375058477056"
4,12,"Tom O&#39;Hara","7:06 PM - 22 Feb 2016 ","@taawwmm",8.0052,"No Error","https://twitter.com/taawwmm/status/701966433044058113"
7,9,"Tom O&#39;Hara","10:08 AM - 8 Feb 2016 ","@taawwmm",6.0037,"No Error","https://twitter.com/taawwmm/status/696757632447729664"
NA,2,"tudor moscalu","8:08 PM - 11 Dec 2016 ","@TMoscalu",50.0077,"No Error","https://twitter.com/TMoscalu/status/808161646954868736"
NA,3,"tudor moscalu","7:57 PM - 4 Dec 2016 ","@TMoscalu",49.0055,"No Error","https://twitter.com/TMoscalu/status/805972917980950528"
NA,NA,NA,NA,NA,40.0079,"Not Twitter URL/Variety Error Type",""
NA,6,"Ulrik Willemoes","5:12 AM - 11 Oct 2016 ","@UlrikWillemoes",41.0067,"No Error","https://twitter.com/UlrikWillemoes/status/785815431269326848"
NA,1,"Ulrik Willemoes","6:55 AM - 25 Jul 2016 ","@UlrikWillemoes",30.0074,"No Error","https://twitter.com/ulrikwillemoes/status/757821343085629440"
NA,2,"UoN Tabalogue","6:59 AM - 23 May 2016 ","@UoN_Tabalogue",21.0045,"No Error","https://twitter.com/uon_tabalogue/status/734745580208001025"
NA,5,"Valantis Vasilakis","1:36 PM - 7 Nov 2016 ","@__valantis",45.007,"No Error","https://twitter.com/__valantis/status/795741658793050112"
NA,3,"Valantis Vasilakis","2:43 PM - 20 Jun 2016 ","@__valantis",25.0068,"No Error","https://twitter.com/__valantis/status/745009113994768384"
NA,2,"Valantis Vasilakis","1:22 AM - 15 Jun 2016 ","@__valantis",24.0063,"No Error","https://twitter.com/__valantis/status/742995560362311680"
NA,1,"Valantis","1:05 AM - 10 May 2016 ","@_valio",19.0047,"No Error","https://twitter.com/_valio/status/729953070919077888"
NA,NA,NA,NA,NA,3.0051,"Not Twitter URL/Variety Error Type","https://public.tableau.com/views/Areconsumersboredwithtechnology_1/Dashboard1?:embed=y&:showVizHome=no&:showTabs=y&:display_count=y&:display_static_image=y&:bootstrapWhenNotified=true"
NA,1,"Valantis","3:02 PM - 11 Apr 2016 ","@_valio",15.0053,"No Error","https://twitter.com/_valio/status/719646740253667328"
3,8,"vpascual","8:31 AM - 14 Sep 2016 ","@vpascual",34.007,"No Error","https://twitter.com/vpascual/status/776080851893379072"
NA,1,"Vignaraja Ilavarasan","1:28 AM - 29 Nov 2016 ","@analytics_vigna",48.0079,"No Error","https://twitter.com/analytics_vigna/status/803565308145344513"
NA,1,"vishal","6:44 PM - 7 Nov 2016 ","@g_vish",45.0071,"No Error","https://twitter.com/g_vish/status/795819334119501824"
NA,NA,NA,NA,NA,42.0072,"Not Twitter URL/Variety Error Type",""
4,11,"visualibrarian","12:33 PM - 12 Jul 2016 ","@visualibrarian",28.008,"No Error","https://twitter.com/visualibrarian/status/752949002874736640"
5,16,"Vivek Harikrishnan","6:49 AM - 21 Dec 2016 ","@vharik001",51.0053,"No Error","https://twitter.com/vharik001/status/811584333521752064"
NA,8,"Vivek Harikrishnan","3:40 AM - 29 Nov 2016 ","@vharik001",48.008,"No Error","https://twitter.com/vharik001/status/803564312216252416"
NA,7,"Vivek Harikrishnan","7:27 PM - 23 Oct 2016 ","@vharik001",43.0092,"No Error","https://twitter.com/vharik001/status/790379036698636288"
NA,16,"Vivek Harikrishnan","4:20 PM - 21 Aug 2016 ","@vharik001",34.0071,"No Error","https://twitter.com/vharik001/status/767501606040379392"
1,5,"Vivek Harikrishnan","7:05 PM - 31 Jul 2016 ","@vharik001",31.0081,"No Error","https://twitter.com/vharik001/status/759933008094769152"
NA,3,"Vivek Harikrishnan","11:25 AM - 17 Jul 2016 ","@vharik001",29.0065,"No Error","https://twitter.com/vharik001/status/754743729303543808"
